image_path,width,height,aspect_ratio,size_kb
data/raw/PAD_UFES20/imgs_part_3/PAT_1729_3235_712.png,613,613,1.0,896.21
data/raw/PAD_UFES20/imgs_part_2/PAT_975_4734_783.png,737,737,1.0,590.51
data/raw/PAD_UFES20/imgs_part_3/PAT_1403_1392_848.png,1498,1498,1.0,1667.43
data/raw/PAD_UFES20/imgs_part_1/PAT_369_755_391.png,1027,1026,1.001,1850.05
data/raw/PAD_UFES20/imgs_part_3/PAT_1933_3883_413.png,716,716,1.0,916.57
data/raw/PAD_UFES20/imgs_part_1/PAT_188_289_859.png,898,898,1.0,1200.26
data/raw/PAD_UFES20/imgs_part_3/PAT_1671_3008_622.png,1146,1146,1.0,1411.33
data/raw/PAD_UFES20/imgs_part_1/PAT_451_878_634.png,570,570,1.0,483.61
data/raw/PAD_UFES20/imgs_part_1/PAT_71_108_56.png,869,868,1.0012,1185.82
data/raw/PAD_UFES20/imgs_part_3/PAT_1171_615_468.png,1152,1152,1.0,1175.64
data/raw/PAD_UFES20/imgs_part_2/PAT_1057_242_297.png,750,750,1.0,707.14
data/raw/PAD_UFES20/imgs_part_1/PAT_228_348_2.png,711,710,1.0014,999.6
data/raw/PAD_UFES20/imgs_part_2/PAT_842_1606_720.png,1208,1208,1.0,2074.39
data/raw/PAD_UFES20/imgs_part_3/PAT_1145_534_524.png,750,750,1.0,808.96
data/raw/PAD_UFES20/imgs_part_1/PAT_86_1109_306.png,466,466,1.0,404.67
data/raw/PAD_UFES20/imgs_part_3/PAT_1805_3477_772.png,794,794,1.0,915.52
data/raw/PAD_UFES20/imgs_part_1/PAT_359_4450_86.png,1500,1500,1.0,2396.15
data/raw/PAD_UFES20/imgs_part_1/PAT_319_680_166.png,756,757,0.9987,970.78
data/raw/PAD_UFES20/imgs_part_2/PAT_793_1512_327.png,2011,2012,0.9995,4625.78
data/raw/PAD_UFES20/imgs_part_2/PAT_999_20_583.png,750,750,1.0,848.86
data/raw/PAD_UFES20/imgs_part_2/PAT_796_1510_130.png,1479,1479,1.0,2310.19
data/raw/PAD_UFES20/imgs_part_2/PAT_845_1604_313.png,1094,1095,0.9991,1849.08
data/raw/PAD_UFES20/imgs_part_2/PAT_1066_281_99.png,417,417,1.0,425.92
data/raw/PAD_UFES20/imgs_part_3/PAT_1364_1246_583.png,392,380,1.0316,176.31
data/raw/PAD_UFES20/imgs_part_3/PAT_2162_4820_913.png,256,256,1.0,127.85
data/raw/PAD_UFES20/imgs_part_2/PAT_913_1730_815.png,1448,1448,1.0,2223.64
data/raw/PAD_UFES20/imgs_part_3/PAT_1783_3415_640.png,1089,1089,1.0,2106.59
data/raw/PAD_UFES20/imgs_part_3/PAT_2022_4184_111.png,640,640,1.0,643.35
data/raw/PAD_UFES20/imgs_part_1/PAT_93_361_231.png,408,408,1.0,181.26
data/raw/PAD_UFES20/imgs_part_1/PAT_145_216_158.png,1383,1383,1.0,1615.0
data/raw/PAD_UFES20/imgs_part_1/PAT_397_797_742.png,1518,1518,1.0,4801.14
data/raw/PAD_UFES20/imgs_part_1/PAT_90_138_369.png,631,631,1.0,438.18
data/raw/PAD_UFES20/imgs_part_2/PAT_988_1858_453.png,491,491,1.0,553.81
data/raw/PAD_UFES20/imgs_part_1/PAT_342_716_845.png,772,771,1.0013,956.73
data/raw/PAD_UFES20/imgs_part_3/PAT_1884_3730_813.png,524,524,1.0,598.64
data/raw/PAD_UFES20/imgs_part_3/PAT_1582_2574_905.png,265,265,1.0,130.55
data/raw/PAD_UFES20/imgs_part_1/PAT_437_857_425.png,932,932,1.0,1204.07
data/raw/PAD_UFES20/imgs_part_3/PAT_2016_4156_941.png,704,703,1.0014,1206.08
data/raw/PAD_UFES20/imgs_part_2/PAT_795_1508_925.png,640,640,1.0,570.05
data/raw/PAD_UFES20/imgs_part_2/PAT_982_1852_526.png,1496,1496,1.0,3577.32
data/raw/PAD_UFES20/imgs_part_3/PAT_1476_1657_788.png,640,640,1.0,597.86
data/raw/PAD_UFES20/imgs_part_3/PAT_1723_3218_111.png,1126,1126,1.0,1755.63
data/raw/PAD_UFES20/imgs_part_3/PAT_1414_1431_754.png,640,640,1.0,583.92
data/raw/PAD_UFES20/imgs_part_3/PAT_1786_3420_346.png,1351,1351,1.0,3499.32
data/raw/PAD_UFES20/imgs_part_3/PAT_1415_1437_527.png,640,640,1.0,491.7
data/raw/PAD_UFES20/imgs_part_3/PAT_1374_1286_775.png,303,303,1.0,124.42
data/raw/PAD_UFES20/imgs_part_2/PAT_827_1600_1000.png,1216,1216,1.0,2397.84
data/raw/PAD_UFES20/imgs_part_1/PAT_59_93_342.png,1244,1243,1.0008,1847.94
data/raw/PAD_UFES20/imgs_part_1/PAT_380_1540_432.png,1599,1599,1.0,3915.4
data/raw/PAD_UFES20/imgs_part_3/PAT_1100_402_375.png,1220,1219,1.0008,2315.84
data/raw/PAD_UFES20/imgs_part_3/PAT_1704_3142_702.png,1331,1330,1.0008,2729.19
data/raw/PAD_UFES20/imgs_part_3/PAT_1705_3143_139.png,558,558,1.0,687.64
data/raw/PAD_UFES20/imgs_part_2/PAT_785_1479_108.png,446,445,1.0022,465.64
data/raw/PAD_UFES20/imgs_part_1/PAT_180_279_746.png,1441,1441,1.0,3473.12
data/raw/PAD_UFES20/imgs_part_2/PAT_622_1185_922.png,290,290,1.0,190.44
data/raw/PAD_UFES20/imgs_part_2/PAT_989_1861_156.png,912,912,1.0,1250.02
data/raw/PAD_UFES20/imgs_part_1/PAT_237_363_344.png,420,420,1.0,383.33
data/raw/PAD_UFES20/imgs_part_3/PAT_2092_4537_438.png,1225,1225,1.0,1032.15
data/raw/PAD_UFES20/imgs_part_1/PAT_406_809_581.png,443,442,1.0023,294.23
data/raw/PAD_UFES20/imgs_part_3/PAT_1460_1598_708.png,972,972,1.0,632.79
data/raw/PAD_UFES20/imgs_part_2/PAT_856_1626_630.png,1605,1605,1.0,3199.34
data/raw/PAD_UFES20/imgs_part_3/PAT_2159_4792_718.png,571,571,1.0,772.19
data/raw/PAD_UFES20/imgs_part_1/PAT_184_284_721.png,1261,1261,1.0,1076.57
data/raw/PAD_UFES20/imgs_part_1/PAT_169_694_411.png,640,640,1.0,614.83
data/raw/PAD_UFES20/imgs_part_3/PAT_1801_3461_351.png,640,641,0.9984,599.45
data/raw/PAD_UFES20/imgs_part_1/PAT_416_826_123.png,1080,1080,1.0,1849.77
data/raw/PAD_UFES20/imgs_part_3/PAT_1538_1830_693.png,402,402,1.0,238.56
data/raw/PAD_UFES20/imgs_part_1/PAT_527_1359_165.png,1207,1207,1.0,1987.55
data/raw/PAD_UFES20/imgs_part_1/PAT_354_1814_153.png,780,780,1.0,696.32
data/raw/PAD_UFES20/imgs_part_3/PAT_1256_879_199.png,1746,1747,0.9994,3329.56
data/raw/PAD_UFES20/imgs_part_1/PAT_26_37_865.png,992,992,1.0,1631.08
data/raw/PAD_UFES20/imgs_part_1/PAT_460_893_883.png,735,735,1.0,603.14
data/raw/PAD_UFES20/imgs_part_3/PAT_1177_633_705.png,626,626,1.0,224.7
data/raw/PAD_UFES20/imgs_part_1/PAT_280_431_466.png,1003,1004,0.999,1438.27
data/raw/PAD_UFES20/imgs_part_3/PAT_1184_676_303.png,1372,1372,1.0,1668.37
data/raw/PAD_UFES20/imgs_part_3/PAT_1588_2629_296.png,183,183,1.0,44.16
data/raw/PAD_UFES20/imgs_part_1/PAT_86_1109_164.png,751,751,1.0,1098.19
data/raw/PAD_UFES20/imgs_part_2/PAT_1074_322_174.png,463,463,1.0,274.6
data/raw/PAD_UFES20/imgs_part_1/PAT_500_947_77.png,600,600,1.0,696.82
data/raw/PAD_UFES20/imgs_part_1/PAT_179_278_331.png,1128,1128,1.0,1973.74
data/raw/PAD_UFES20/imgs_part_1/PAT_520_983_932.png,1017,1018,0.999,2372.86
data/raw/PAD_UFES20/imgs_part_2/PAT_798_1529_282.png,1364,1364,1.0,1881.82
data/raw/PAD_UFES20/imgs_part_3/PAT_1176_631_36.png,1015,1015,1.0,518.2
data/raw/PAD_UFES20/imgs_part_3/PAT_1408_1404_929.png,331,331,1.0,72.97
data/raw/PAD_UFES20/imgs_part_3/PAT_1838_3609_254.png,960,960,1.0,1145.19
data/raw/PAD_UFES20/imgs_part_3/PAT_2098_4559_436.png,1203,1203,1.0,2107.35
data/raw/PAD_UFES20/imgs_part_3/PAT_1333_1177_434.png,1472,1472,1.0,2585.83
data/raw/PAD_UFES20/imgs_part_3/PAT_1221_766_430.png,1164,1164,1.0,1258.76
data/raw/PAD_UFES20/imgs_part_3/PAT_1350_1230_925.png,428,370,1.1568,211.27
data/raw/PAD_UFES20/imgs_part_1/PAT_333_1468_620.png,503,503,1.0,329.12
data/raw/PAD_UFES20/imgs_part_3/PAT_1754_3308_390.png,1336,1336,1.0,1492.64
data/raw/PAD_UFES20/imgs_part_3/PAT_1158_570_376.png,515,515,1.0,273.94
data/raw/PAD_UFES20/imgs_part_1/PAT_487_930_973.png,1000,1000,1.0,2413.8
data/raw/PAD_UFES20/imgs_part_3/PAT_1370_1273_41.png,3120,3120,1.0,9613.1
data/raw/PAD_UFES20/imgs_part_3/PAT_1694_3110_213.png,250,250,1.0,110.56
data/raw/PAD_UFES20/imgs_part_2/PAT_630_1196_710.png,656,656,1.0,627.93
data/raw/PAD_UFES20/imgs_part_1/PAT_386_785_536.png,414,414,1.0,418.5
data/raw/PAD_UFES20/imgs_part_3/PAT_1801_3459_857.png,1285,1285,1.0,2159.23
data/raw/PAD_UFES20/imgs_part_2/PAT_656_1246_483.png,422,422,1.0,203.59
data/raw/PAD_UFES20/imgs_part_1/PAT_194_298_945.png,271,271,1.0,96.64
data/raw/PAD_UFES20/imgs_part_2/PAT_713_1336_159.png,594,594,1.0,780.18
data/raw/PAD_UFES20/imgs_part_1/PAT_544_3299_671.png,1322,1322,1.0,2011.66
data/raw/PAD_UFES20/imgs_part_1/PAT_55_84_506.png,982,982,1.0,1785.96
data/raw/PAD_UFES20/imgs_part_2/PAT_837_1583_124.png,1395,1395,1.0,2798.52
data/raw/PAD_UFES20/imgs_part_3/PAT_1846_3622_35.png,750,750,1.0,945.04
data/raw/PAD_UFES20/imgs_part_2/PAT_914_1732_136.png,936,937,0.9989,1377.22
data/raw/PAD_UFES20/imgs_part_3/PAT_1452_1564_509.png,640,640,1.0,597.54
data/raw/PAD_UFES20/imgs_part_1/PAT_180_279_377.png,740,740,1.0,1173.39
data/raw/PAD_UFES20/imgs_part_1/PAT_256_295_583.png,750,750,1.0,775.83
data/raw/PAD_UFES20/imgs_part_3/PAT_2076_4459_450.png,982,982,1.0,1343.42
data/raw/PAD_UFES20/imgs_part_2/PAT_645_1222_860.png,648,649,0.9985,995.53
data/raw/PAD_UFES20/imgs_part_2/PAT_612_1163_833.png,422,422,1.0,398.49
data/raw/PAD_UFES20/imgs_part_1/PAT_561_1068_557.png,1541,1541,1.0,4594.46
data/raw/PAD_UFES20/imgs_part_1/PAT_567_1078_978.png,1267,1267,1.0,2981.99
data/raw/PAD_UFES20/imgs_part_2/PAT_935_1785_530.png,750,750,1.0,1265.88
data/raw/PAD_UFES20/imgs_part_3/PAT_2153_4782_321.png,750,750,1.0,1055.53
data/raw/PAD_UFES20/imgs_part_3/PAT_1764_3335_366.png,345,345,1.0,279.38
data/raw/PAD_UFES20/imgs_part_1/PAT_98_152_562.png,831,830,1.0012,1291.98
data/raw/PAD_UFES20/imgs_part_2/PAT_823_1556_787.png,1726,1727,0.9994,5444.48
data/raw/PAD_UFES20/imgs_part_1/PAT_249_380_366.png,292,293,0.9966,178.61
data/raw/PAD_UFES20/imgs_part_2/PAT_976_1837_503.png,1356,1356,1.0,2213.27
data/raw/PAD_UFES20/imgs_part_3/PAT_1222_767_519.png,1349,1349,1.0,1938.59
data/raw/PAD_UFES20/imgs_part_2/PAT_749_1415_164.png,1796,1796,1.0,4064.27
data/raw/PAD_UFES20/imgs_part_3/PAT_1245_845_32.png,1125,1125,1.0,1379.81
data/raw/PAD_UFES20/imgs_part_2/PAT_872_1708_841.png,495,495,1.0,281.29
data/raw/PAD_UFES20/imgs_part_1/PAT_485_928_796.png,673,673,1.0,671.53
data/raw/PAD_UFES20/imgs_part_1/PAT_202_307_424.png,815,814,1.0012,846.69
data/raw/PAD_UFES20/imgs_part_2/PAT_1046_203_511.png,268,268,1.0,172.11
data/raw/PAD_UFES20/imgs_part_2/PAT_704_1324_359.png,1136,1136,1.0,1979.0
data/raw/PAD_UFES20/imgs_part_3/PAT_1472_1639_87.png,1810,1809,1.0006,4487.69
data/raw/PAD_UFES20/imgs_part_1/PAT_113_172_610.png,948,948,1.0,1492.22
data/raw/PAD_UFES20/imgs_part_1/PAT_145_216_924.png,1357,1357,1.0,1482.69
data/raw/PAD_UFES20/imgs_part_1/PAT_211_319_777.png,526,520,1.0115,326.84
data/raw/PAD_UFES20/imgs_part_3/PAT_1407_1402_347.png,1021,1021,1.0,729.94
data/raw/PAD_UFES20/imgs_part_2/PAT_835_1578_52.png,1729,1729,1.0,2923.5
data/raw/PAD_UFES20/imgs_part_1/PAT_155_238_413.png,235,235,1.0,145.42
data/raw/PAD_UFES20/imgs_part_3/PAT_2041_4298_408.png,2169,2169,1.0,4148.87
data/raw/PAD_UFES20/imgs_part_2/PAT_841_1603_667.png,595,596,0.9983,541.21
data/raw/PAD_UFES20/imgs_part_1/PAT_328_692_681.png,367,367,1.0,300.24
data/raw/PAD_UFES20/imgs_part_1/PAT_378_770_302.png,877,876,1.0011,1764.39
data/raw/PAD_UFES20/imgs_part_1/PAT_159_246_630.png,543,542,1.0018,564.27
data/raw/PAD_UFES20/imgs_part_1/PAT_522_986_305.png,360,360,1.0,286.14
data/raw/PAD_UFES20/imgs_part_2/PAT_717_1347_899.png,547,547,1.0,689.11
data/raw/PAD_UFES20/imgs_part_1/PAT_123_187_164.png,627,626,1.0016,760.88
data/raw/PAD_UFES20/imgs_part_1/PAT_244_374_726.png,2098,2098,1.0,3391.66
data/raw/PAD_UFES20/imgs_part_3/PAT_1764_3335_803.png,307,308,0.9968,220.05
data/raw/PAD_UFES20/imgs_part_2/PAT_746_1407_708.png,750,750,1.0,924.27
data/raw/PAD_UFES20/imgs_part_1/PAT_384_782_292.png,990,990,1.0,1604.55
data/raw/PAD_UFES20/imgs_part_3/PAT_1369_1270_496.png,2589,2589,1.0,4258.11
data/raw/PAD_UFES20/imgs_part_1/PAT_31_43_129.png,902,903,0.9989,1148.64
data/raw/PAD_UFES20/imgs_part_1/PAT_460_894_242.png,896,896,1.0,528.12
data/raw/PAD_UFES20/imgs_part_1/PAT_90_219_648.png,1033,1033,1.0,1537.51
data/raw/PAD_UFES20/imgs_part_2/PAT_695_1314_822.png,1139,1139,1.0,1920.96
data/raw/PAD_UFES20/imgs_part_3/PAT_1497_1712_633.png,1607,1607,1.0,1549.44
data/raw/PAD_UFES20/imgs_part_1/PAT_579_1099_551.png,1028,1028,1.0,2594.77
data/raw/PAD_UFES20/imgs_part_1/PAT_380_774_185.png,587,587,1.0,562.45
data/raw/PAD_UFES20/imgs_part_2/PAT_851_4519_488.png,1377,1377,1.0,3344.86
data/raw/PAD_UFES20/imgs_part_1/PAT_243_372_119.png,347,347,1.0,240.48
data/raw/PAD_UFES20/imgs_part_1/PAT_115_177_622.png,545,545,1.0,726.67
data/raw/PAD_UFES20/imgs_part_1/PAT_65_101_847.png,1116,1116,1.0,1522.4
data/raw/PAD_UFES20/imgs_part_3/PAT_1721_3219_130.png,1167,1167,1.0,2429.95
data/raw/PAD_UFES20/imgs_part_1/PAT_183_283_495.png,270,270,1.0,175.39
data/raw/PAD_UFES20/imgs_part_3/PAT_1486_1684_182.png,382,382,1.0,192.85
data/raw/PAD_UFES20/imgs_part_3/PAT_1449_1554_932.png,1620,1620,1.0,2073.56
data/raw/PAD_UFES20/imgs_part_2/PAT_949_1802_582.png,1141,1141,1.0,1852.58
data/raw/PAD_UFES20/imgs_part_2/PAT_640_1210_293.png,648,649,0.9985,889.5
data/raw/PAD_UFES20/imgs_part_3/PAT_1241_824_82.png,811,811,1.0,270.94
data/raw/PAD_UFES20/imgs_part_1/PAT_581_1114_116.png,900,899,1.0011,1541.86
data/raw/PAD_UFES20/imgs_part_2/PAT_918_1742_629.png,881,881,1.0,1246.57
data/raw/PAD_UFES20/imgs_part_1/PAT_326_690_797.png,972,972,1.0,1328.91
data/raw/PAD_UFES20/imgs_part_2/PAT_926_1758_714.png,1497,1497,1.0,5323.53
data/raw/PAD_UFES20/imgs_part_2/PAT_698_1150_510.png,786,786,1.0,399.33
data/raw/PAD_UFES20/imgs_part_1/PAT_207_3951_140.png,1481,1481,1.0,1873.07
data/raw/PAD_UFES20/imgs_part_3/PAT_1315_1110_317.png,337,337,1.0,176.4
data/raw/PAD_UFES20/imgs_part_2/PAT_793_1512_382.png,379,379,1.0,260.27
data/raw/PAD_UFES20/imgs_part_3/PAT_2024_4225_170.png,337,338,0.997,254.98
data/raw/PAD_UFES20/imgs_part_3/PAT_1821_3575_920.png,2064,2064,1.0,6405.69
data/raw/PAD_UFES20/imgs_part_2/PAT_1022_114_756.png,640,640,1.0,637.42
data/raw/PAD_UFES20/imgs_part_1/PAT_220_1343_489.png,470,470,1.0,372.48
data/raw/PAD_UFES20/imgs_part_1/PAT_517_972_845.png,409,409,1.0,365.57
data/raw/PAD_UFES20/imgs_part_3/PAT_2026_4230_141.png,534,534,1.0,605.96
data/raw/PAD_UFES20/imgs_part_3/PAT_1414_1429_59.png,640,640,1.0,617.66
data/raw/PAD_UFES20/imgs_part_1/PAT_570_1085_429.png,1315,1315,1.0,1830.54
data/raw/PAD_UFES20/imgs_part_2/PAT_983_1854_274.png,751,751,1.0,1199.24
data/raw/PAD_UFES20/imgs_part_3/PAT_1534_1810_719.png,1067,1068,0.9991,801.43
data/raw/PAD_UFES20/imgs_part_1/PAT_264_1368_868.png,578,599,0.9649,397.02
data/raw/PAD_UFES20/imgs_part_1/PAT_473_911_610.png,829,829,1.0,1298.05
data/raw/PAD_UFES20/imgs_part_2/PAT_892_1691_881.png,674,674,1.0,854.26
data/raw/PAD_UFES20/imgs_part_1/PAT_338_709_306.png,167,167,1.0,72.38
data/raw/PAD_UFES20/imgs_part_2/PAT_587_3431_6.png,1550,1549,1.0006,4942.79
data/raw/PAD_UFES20/imgs_part_3/PAT_1783_3414_120.png,1399,1398,1.0007,3207.48
data/raw/PAD_UFES20/imgs_part_2/PAT_948_1800_310.png,904,904,1.0,1048.69
data/raw/PAD_UFES20/imgs_part_1/PAT_325_1506_440.png,1744,1744,1.0,2522.4
data/raw/PAD_UFES20/imgs_part_2/PAT_837_1582_714.png,1336,1336,1.0,2106.84
data/raw/PAD_UFES20/imgs_part_2/PAT_874_1671_938.png,752,751,1.0013,822.54
data/raw/PAD_UFES20/imgs_part_2/PAT_999_20_540.png,750,750,1.0,1091.28
data/raw/PAD_UFES20/imgs_part_2/PAT_796_1510_361.png,1390,1390,1.0,3269.58
data/raw/PAD_UFES20/imgs_part_1/PAT_63_98_187.png,1056,1056,1.0,1592.46
data/raw/PAD_UFES20/imgs_part_2/PAT_950_1804_64.png,1369,1369,1.0,2441.72
data/raw/PAD_UFES20/imgs_part_1/PAT_286_1458_381.png,640,640,1.0,476.33
data/raw/PAD_UFES20/imgs_part_1/PAT_356_4511_960.png,1963,1963,1.0,5820.57
data/raw/PAD_UFES20/imgs_part_1/PAT_281_1518_571.png,2268,2268,1.0,4104.52
data/raw/PAD_UFES20/imgs_part_1/PAT_72_110_944.png,401,401,1.0,294.19
data/raw/PAD_UFES20/imgs_part_2/PAT_691_3994_671.png,2430,2429,1.0004,12428.04
data/raw/PAD_UFES20/imgs_part_1/PAT_337_706_254.png,939,940,0.9989,1336.96
data/raw/PAD_UFES20/imgs_part_3/PAT_1581_2570_738.png,2223,2223,1.0,3521.5
data/raw/PAD_UFES20/imgs_part_1/PAT_529_994_419.png,729,729,1.0,822.53
data/raw/PAD_UFES20/imgs_part_1/PAT_207_313_709.png,553,553,1.0,517.7
data/raw/PAD_UFES20/imgs_part_1/PAT_69_1053_540.png,464,464,1.0,432.07
data/raw/PAD_UFES20/imgs_part_2/PAT_1018_107_68.png,624,624,1.0,249.91
data/raw/PAD_UFES20/imgs_part_1/PAT_534_1009_924.png,860,860,1.0,1573.49
data/raw/PAD_UFES20/imgs_part_2/PAT_886_4635_304.png,1582,1581,1.0006,2933.13
data/raw/PAD_UFES20/imgs_part_2/PAT_938_1789_693.png,234,234,1.0,141.15
data/raw/PAD_UFES20/imgs_part_2/PAT_938_1790_977.png,259,259,1.0,189.41
data/raw/PAD_UFES20/imgs_part_1/PAT_547_1033_445.png,516,517,0.9981,385.43
data/raw/PAD_UFES20/imgs_part_3/PAT_1453_1565_529.png,640,640,1.0,563.63
data/raw/PAD_UFES20/imgs_part_2/PAT_1064_273_980.png,466,466,1.0,230.53
data/raw/PAD_UFES20/imgs_part_1/PAT_187_287_482.png,224,224,1.0,111.93
data/raw/PAD_UFES20/imgs_part_2/PAT_595_1142_142.png,674,674,1.0,682.68
data/raw/PAD_UFES20/imgs_part_1/PAT_259_399_801.png,2364,2364,1.0,2603.76
data/raw/PAD_UFES20/imgs_part_1/PAT_180_756_831.png,1056,1056,1.0,1164.42
data/raw/PAD_UFES20/imgs_part_2/PAT_920_1747_19.png,633,633,1.0,701.74
data/raw/PAD_UFES20/imgs_part_1/PAT_409_812_974.png,753,753,1.0,460.85
