relative_path,status,error_message,width,height,mode
imgs_part_1\PAT_126_191_304.png,OK,,1059,1059,RGB
imgs_part_1\PAT_126_192_208.png,OK,,444,445,RGBA
imgs_part_1\PAT_128_194_144.png,OK,,251,251,RGBA
imgs_part_1\PAT_128_194_28.png,OK,,387,386,RGBA
imgs_part_1\PAT_131_197_260.png,OK,,1286,1286,RGBA
imgs_part_1\PAT_131_197_974.png,OK,,915,915,RGBA
imgs_part_1\PAT_132_198_114.png,OK,,492,493,RGBA
imgs_part_1\PAT_134_201_587.png,OK,,700,700,RGBA
imgs_part_1\PAT_135_202_105.png,OK,,759,759,RGBA
imgs_part_1\PAT_135_202_593.png,OK,,394,394,RGB
imgs_part_1\PAT_135_202_695.png,OK,,323,323,RGB
imgs_part_1\PAT_136_203_436.png,OK,,404,405,RGBA
imgs_part_1\PAT_138_205_296.png,OK,,1933,1933,RGBA
imgs_part_1\PAT_138_206_507.png,OK,,1381,1381,RGBA
imgs_part_1\PAT_139_207_342.png,OK,,1400,1400,RGB
imgs_part_1\PAT_13_21_350.png,OK,,892,891,RGBA
imgs_part_1\PAT_141_209_438.png,OK,,377,378,RGBA
imgs_part_1\PAT_142_210_904.png,OK,,281,281,RGBA
imgs_part_1\PAT_143_213_489.png,OK,,1671,1671,RGB
imgs_part_1\PAT_145_216_110.png,OK,,636,636,RGBA
imgs_part_1\PAT_145_216_158.png,OK,,1383,1383,RGB
imgs_part_1\PAT_145_216_924.png,OK,,1357,1357,RGB
imgs_part_1\PAT_146_217_187.png,OK,,290,290,RGBA
imgs_part_1\PAT_147_219_206.png,OK,,626,626,RGBA
imgs_part_1\PAT_147_219_544.png,OK,,1003,1003,RGBA
imgs_part_1\PAT_148_220_174.png,OK,,697,697,RGBA
imgs_part_1\PAT_149_221_679.png,OK,,1196,1196,RGBA
imgs_part_1\PAT_14_22_850.png,OK,,800,800,RGBA
imgs_part_1\PAT_150_1799_644.png,OK,,1034,1034,RGB
imgs_part_1\PAT_151_227_63.png,OK,,215,215,RGB
imgs_part_1\PAT_152_230_707.png,OK,,1242,1242,RGB
imgs_part_1\PAT_152_230_934.png,OK,,1925,1925,RGB
imgs_part_1\PAT_153_1200_541.png,OK,,996,996,RGBA
imgs_part_1\PAT_153_233_45.png,OK,,532,532,RGBA
imgs_part_1\PAT_154_235_162.png,OK,,906,906,RGBA
imgs_part_1\PAT_154_235_30.png,OK,,550,550,RGBA
imgs_part_1\PAT_154_236_800.png,OK,,792,792,RGBA
imgs_part_1\PAT_154_237_2.png,OK,,886,886,RGBA
imgs_part_1\PAT_154_237_625.png,OK,,590,591,RGBA
imgs_part_1\PAT_155_238_413.png,OK,,235,235,RGBA
imgs_part_1\PAT_155_240_211.png,OK,,226,226,RGBA
imgs_part_1\PAT_156_241_538.png,OK,,829,829,RGB
imgs_part_1\PAT_158_243_947.png,OK,,2661,2661,RGB
imgs_part_1\PAT_158_621_68.png,OK,,1610,1610,RGB
imgs_part_1\PAT_159_244_102.png,OK,,712,711,RGBA
imgs_part_1\PAT_159_245_181.png,OK,,736,736,RGB
imgs_part_1\PAT_159_246_630.png,OK,,543,542,RGBA
imgs_part_1\PAT_15_1001_749.png,OK,,334,335,RGBA
imgs_part_1\PAT_15_23_240.png,OK,,817,817,RGBA
imgs_part_1\PAT_15_3138_959.png,OK,,1694,1694,RGBA
imgs_part_1\PAT_160_248_254.png,OK,,610,610,RGB
imgs_part_1\PAT_160_249_76.png,OK,,422,422,RGBA
imgs_part_1\PAT_161_250_197.png,OK,,879,879,RGBA
imgs_part_1\PAT_161_250_338.png,OK,,813,813,RGB
imgs_part_1\PAT_162_252_773.png,OK,,931,931,RGBA
imgs_part_1\PAT_163_254_719.png,OK,,552,552,RGBA
imgs_part_1\PAT_164_255_119.png,OK,,600,600,RGB
imgs_part_1\PAT_164_255_130.png,OK,,873,873,RGB
imgs_part_1\PAT_165_256_460.png,OK,,745,744,RGBA
imgs_part_1\PAT_166_257_586.png,OK,,583,583,RGBA
imgs_part_1\PAT_166_3672_759.png,OK,,1085,1086,RGBA
imgs_part_1\PAT_167_258_479.png,OK,,549,549,RGB
imgs_part_1\PAT_167_258_711.png,OK,,925,925,RGBA
imgs_part_1\PAT_167_684_365.png,OK,,772,772,RGB
imgs_part_1\PAT_168_1486_97.png,OK,,651,650,RGBA
imgs_part_1\PAT_168_260_654.png,OK,,1145,1145,RGBA
imgs_part_1\PAT_168_261_38.png,OK,,1101,1102,RGBA
imgs_part_1\PAT_168_262_292.png,OK,,2173,2173,RGB
imgs_part_1\PAT_168_262_74.png,OK,,745,745,RGBA
imgs_part_1\PAT_169_694_411.png,OK,,640,640,RGB
imgs_part_1\PAT_16_24_691.png,OK,,598,597,RGBA
imgs_part_1\PAT_170_264_785.png,OK,,686,686,RGB
imgs_part_1\PAT_171_265_757.png,OK,,855,856,RGBA
imgs_part_1\PAT_172_266_950.png,OK,,222,222,RGBA
imgs_part_1\PAT_172_267_557.png,OK,,265,265,RGBA
imgs_part_1\PAT_173_268_1000.png,OK,,455,456,RGBA
imgs_part_1\PAT_176_273_423.png,OK,,451,451,RGBA
imgs_part_1\PAT_177_274_371.png,OK,,394,394,RGBA
imgs_part_1\PAT_177_274_865.png,OK,,610,609,RGBA
imgs_part_1\PAT_177_275_905.png,OK,,599,599,RGBA
imgs_part_1\PAT_177_775_786.png,OK,,390,390,RGB
imgs_part_1\PAT_178_276_465.png,OK,,735,735,RGBA
imgs_part_1\PAT_179_277_436.png,OK,,924,924,RGBA
imgs_part_1\PAT_179_278_331.png,OK,,1128,1128,RGBA
imgs_part_1\PAT_180_279_377.png,OK,,740,740,RGBA
imgs_part_1\PAT_180_279_746.png,OK,,1441,1441,RGB
imgs_part_1\PAT_180_756_831.png,OK,,1056,1056,RGB
imgs_part_1\PAT_181_280_417.png,OK,,879,879,RGB
imgs_part_1\PAT_181_281_54.png,OK,,425,425,RGBA
imgs_part_1\PAT_181_832_158.png,OK,,567,567,RGBA
imgs_part_1\PAT_181_833_109.png,OK,,870,870,RGBA
imgs_part_1\PAT_183_283_495.png,OK,,270,270,RGBA
imgs_part_1\PAT_183_283_602.png,OK,,340,340,RGBA
imgs_part_1\PAT_184_284_721.png,OK,,1261,1261,RGB
imgs_part_1\PAT_185_285_862.png,OK,,1346,1346,RGBA
imgs_part_1\PAT_185_285_97.png,OK,,1381,1381,RGBA
imgs_part_1\PAT_186_286_109.png,OK,,399,399,RGBA
imgs_part_1\PAT_187_287_482.png,OK,,224,224,RGBA
imgs_part_1\PAT_188_289_859.png,OK,,898,898,RGBA
imgs_part_1\PAT_188_289_908.png,OK,,1307,1307,RGBA
imgs_part_1\PAT_190_291_366.png,OK,,844,844,RGBA
imgs_part_1\PAT_191_293_314.png,OK,,1173,1172,RGBA
imgs_part_1\PAT_191_293_391.png,OK,,1112,1112,RGBA
imgs_part_1\PAT_191_293_699.png,OK,,844,845,RGBA
imgs_part_1\PAT_191_294_419.png,OK,,1064,1065,RGBA
imgs_part_1\PAT_191_294_629.png,OK,,613,614,RGBA
imgs_part_1\PAT_192_295_164.png,OK,,1242,1242,RGB
imgs_part_1\PAT_192_296_824.png,OK,,968,968,RGBA
imgs_part_1\PAT_192_884_310.png,OK,,1795,1795,RGB
imgs_part_1\PAT_193_297_295.png,OK,,501,500,RGBA
imgs_part_1\PAT_194_298_367.png,OK,,717,717,RGBA
imgs_part_1\PAT_194_298_945.png,OK,,271,271,RGB
imgs_part_1\PAT_196_300_749.png,OK,,431,430,RGBA
imgs_part_1\PAT_197_301_198.png,OK,,300,300,RGBA
imgs_part_1\PAT_197_301_449.png,OK,,490,490,RGBA
imgs_part_1\PAT_198_302_44.png,OK,,757,757,RGBA
imgs_part_1\PAT_198_853_778.png,OK,,417,416,RGBA
imgs_part_1\PAT_200_304_139.png,OK,,989,990,RGBA
imgs_part_1\PAT_201_306_781.png,OK,,706,707,RGBA
imgs_part_1\PAT_201_946_262.png,OK,,1647,1647,RGB
imgs_part_1\PAT_202_307_424.png,OK,,815,814,RGBA
imgs_part_1\PAT_202_307_927.png,OK,,588,587,RGBA
imgs_part_1\PAT_202_308_692.png,OK,,918,918,RGBA
imgs_part_1\PAT_202_308_721.png,OK,,815,814,RGBA
imgs_part_1\PAT_202_916_612.png,OK,,607,607,RGB
imgs_part_1\PAT_202_917_942.png,OK,,573,573,RGB
imgs_part_1\PAT_204_310_975.png,OK,,540,540,RGBA
imgs_part_1\PAT_205_311_255.png,OK,,147,147,RGBA
imgs_part_1\PAT_206_312_595.png,OK,,757,757,RGBA
imgs_part_1\PAT_206_312_760.png,OK,,1029,1029,RGBA
imgs_part_1\PAT_207_1280_15.png,OK,,1542,1542,RGB
imgs_part_1\PAT_207_313_1.png,OK,,649,649,RGBA
imgs_part_1\PAT_207_313_709.png,OK,,553,553,RGBA
imgs_part_1\PAT_207_3951_140.png,OK,,1481,1481,RGB
imgs_part_1\PAT_208_314_741.png,OK,,936,937,RGBA
imgs_part_1\PAT_20_29_850.png,OK,,988,988,RGBA
imgs_part_1\PAT_20_30_44.png,OK,,1148,1148,RGBA
imgs_part_1\PAT_210_316_401.png,OK,,528,528,RGB
imgs_part_1\PAT_211_317_649.png,OK,,1012,1012,RGBA
imgs_part_1\PAT_211_318_942.png,OK,,471,479,RGBA
imgs_part_1\PAT_211_319_777.png,OK,,526,520,RGBA
imgs_part_1\PAT_211_319_810.png,OK,,2227,2227,RGB
imgs_part_1\PAT_212_326_597.png,OK,,1458,1458,RGB
imgs_part_1\PAT_212_327_532.png,OK,,930,929,RGBA
imgs_part_1\PAT_213_328_117.png,OK,,1410,1409,RGBA
imgs_part_1\PAT_214_329_300.png,OK,,513,513,RGB
imgs_part_1\PAT_214_329_70.png,OK,,944,944,RGBA
imgs_part_1\PAT_215_330_224.png,OK,,1297,1297,RGB
imgs_part_1\PAT_215_330_341.png,OK,,814,813,RGBA
imgs_part_1\PAT_216_331_678.png,OK,,750,751,RGBA
imgs_part_1\PAT_217_1290_283.png,OK,,1804,1804,RGB
imgs_part_1\PAT_217_1291_419.png,OK,,564,564,RGBA
imgs_part_1\PAT_217_332_906.png,OK,,1949,1949,RGB
imgs_part_1\PAT_217_333_61.png,OK,,1288,1288,RGB
imgs_part_1\PAT_217_963_806.png,OK,,3024,3024,RGB
imgs_part_1\PAT_219_336_376.png,OK,,782,782,RGBA
imgs_part_1\PAT_219_337_358.png,OK,,555,555,RGBA
imgs_part_1\PAT_21_31_965.png,OK,,753,753,RGBA
imgs_part_1\PAT_21_982_266.png,OK,,1242,1242,RGB
imgs_part_1\PAT_220_1343_489.png,OK,,470,470,RGBA
imgs_part_1\PAT_220_338_339.png,OK,,1076,1075,RGBA
imgs_part_1\PAT_221_339_566.png,OK,,433,434,RGBA
imgs_part_1\PAT_221_339_951.png,OK,,298,298,RGBA
imgs_part_1\PAT_223_1067_569.png,OK,,286,286,RGB
imgs_part_1\PAT_223_1068_246.png,OK,,267,267,RGB
imgs_part_1\PAT_223_341_187.png,OK,,372,372,RGB
imgs_part_1\PAT_224_1340_142.png,OK,,747,747,RGBA
imgs_part_1\PAT_224_1340_551.png,OK,,2176,2176,RGB
imgs_part_1\PAT_224_343_782.png,OK,,709,709,RGBA
imgs_part_1\PAT_225_345_903.png,OK,,248,248,RGBA
imgs_part_1\PAT_227_347_19.png,OK,,817,817,RGBA
imgs_part_1\PAT_228_348_2.png,OK,,711,710,RGBA
imgs_part_1\PAT_228_348_535.png,OK,,803,803,RGBA
imgs_part_1\PAT_229_349_141.png,OK,,1080,1080,RGBA
imgs_part_1\PAT_229_349_256.png,OK,,1250,1250,RGB
imgs_part_1\PAT_230_1007_645.png,OK,,433,433,RGB
imgs_part_1\PAT_230_1008_673.png,OK,,463,463,RGB
imgs_part_1\PAT_230_1009_92.png,OK,,417,417,RGB
imgs_part_1\PAT_230_350_872.png,OK,,1202,1202,RGBA
imgs_part_1\PAT_230_351_720.png,OK,,775,776,RGBA
imgs_part_1\PAT_233_354_828.png,OK,,1722,1723,RGBA
imgs_part_1\PAT_233_354_935.png,OK,,618,618,RGBA
imgs_part_1\PAT_233_986_663.png,OK,,2310,2310,RGB
imgs_part_1\PAT_235_360_50.png,OK,,460,460,RGBA
imgs_part_1\PAT_236_1071_810.png,OK,,283,283,RGB
imgs_part_1\PAT_236_361_180.png,OK,,590,591,RGBA
imgs_part_1\PAT_237_362_52.png,OK,,1095,1095,RGBA
imgs_part_1\PAT_237_362_909.png,OK,,241,241,RGBA
imgs_part_1\PAT_237_363_344.png,OK,,420,420,RGBA
imgs_part_1\PAT_237_363_858.png,OK,,2055,2055,RGB
imgs_part_1\PAT_238_364_387.png,OK,,1592,1592,RGB
imgs_part_1\PAT_240_366_768.png,OK,,764,764,RGBA
imgs_part_1\PAT_241_367_374.png,OK,,565,565,RGBA
imgs_part_1\PAT_241_367_89.png,OK,,2635,2635,RGB
imgs_part_1\PAT_242_368_261.png,OK,,421,423,RGBA
imgs_part_1\PAT_242_369_337.png,OK,,478,478,RGBA
imgs_part_1\PAT_242_369_930.png,OK,,258,258,RGBA
imgs_part_1\PAT_243_372_119.png,OK,,347,347,RGBA
imgs_part_1\PAT_243_372_640.png,OK,,1809,1809,RGB
imgs_part_1\PAT_244_374_726.png,OK,,2098,2098,RGB
imgs_part_1\PAT_245_376_197.png,OK,,1358,1359,RGBA
imgs_part_1\PAT_245_376_24.png,OK,,1026,1026,RGBA
imgs_part_1\PAT_246_377_159.png,OK,,587,586,RGBA
imgs_part_1\PAT_247_1293_449.png,OK,,1773,1773,RGBA
imgs_part_1\PAT_247_1294_292.png,OK,,1513,1513,RGBA
imgs_part_1\PAT_247_378_484.png,OK,,239,239,RGBA
imgs_part_1\PAT_248_379_695.png,OK,,282,282,RGBA
imgs_part_1\PAT_249_380_366.png,OK,,292,293,RGBA
imgs_part_1\PAT_251_382_164.png,OK,,526,526,RGBA
imgs_part_1\PAT_251_382_240.png,OK,,975,975,RGBA
imgs_part_1\PAT_251_382_576.png,OK,,623,623,RGBA
imgs_part_1\PAT_252_383_31.png,OK,,452,451,RGBA
imgs_part_1\PAT_252_383_389.png,OK,,604,604,RGBA
imgs_part_1\PAT_253_384_607.png,OK,,1594,1594,RGBA
imgs_part_1\PAT_255_388_231.png,OK,,866,866,RGB
imgs_part_1\PAT_255_388_77.png,OK,,478,478,RGBA
imgs_part_1\PAT_256_295_583.png,OK,,750,750,RGB
imgs_part_1\PAT_256_394_449.png,OK,,619,619,RGBA
imgs_part_1\PAT_257_395_866.png,OK,,696,696,RGBA
imgs_part_1\PAT_257_396_494.png,OK,,740,740,RGBA
imgs_part_1\PAT_258_397_198.png,OK,,1207,1207,RGBA
imgs_part_1\PAT_259_399_801.png,OK,,2364,2364,RGB
imgs_part_1\PAT_260_1289_396.png,OK,,1900,1900,RGB
imgs_part_1\PAT_260_400_566.png,OK,,229,229,RGBA
imgs_part_1\PAT_260_400_842.png,OK,,495,495,RGB
imgs_part_1\PAT_261_401_911.png,OK,,441,441,RGBA
imgs_part_1\PAT_262_402_14.png,OK,,2159,2159,RGBA
imgs_part_1\PAT_262_402_265.png,OK,,3096,3096,RGB
imgs_part_1\PAT_263_1480_753.png,OK,,778,778,RGB
imgs_part_1\PAT_263_403_382.png,OK,,850,850,RGBA
imgs_part_1\PAT_263_403_966.png,OK,,1510,1510,RGB
imgs_part_1\PAT_263_404_410.png,OK,,943,942,RGBA
imgs_part_1\PAT_264_1368_868.png,OK,,578,599,RGB
imgs_part_1\PAT_264_405_118.png,OK,,642,642,RGBA
imgs_part_1\PAT_265_1371_303.png,OK,,361,361,RGB
imgs_part_1\PAT_265_406_276.png,OK,,399,399,RGB
imgs_part_1\PAT_265_407_137.png,OK,,366,366,RGB
imgs_part_1\PAT_265_407_421.png,OK,,1078,1079,RGBA
imgs_part_1\PAT_267_1061_152.png,OK,,640,640,RGB
imgs_part_1\PAT_267_1061_324.png,OK,,300,300,RGBA
imgs_part_1\PAT_267_1062_418.png,OK,,640,640,RGB
imgs_part_1\PAT_267_1258_693.png,OK,,757,756,RGBA
imgs_part_1\PAT_267_411_513.png,OK,,1056,1056,RGBA
imgs_part_1\PAT_267_412_275.png,OK,,1072,1072,RGBA
imgs_part_1\PAT_268_413_643.png,OK,,1337,1337,RGBA
imgs_part_1\PAT_269_415_103.png,OK,,564,564,RGBA
imgs_part_1\PAT_269_415_906.png,OK,,294,294,RGB
imgs_part_1\PAT_26_37_865.png,OK,,992,992,RGBA
imgs_part_1\PAT_270_1382_561.png,OK,,1089,1089,RGB
imgs_part_1\PAT_270_1384_995.png,OK,,2097,2097,RGB
imgs_part_1\PAT_270_1386_755.png,OK,,1455,1455,RGB
imgs_part_1\PAT_270_1387_430.png,OK,,1343,1343,RGBA
imgs_part_1\PAT_270_416_398.png,OK,,794,794,RGBA
imgs_part_1\PAT_270_417_257.png,OK,,598,598,RGBA
imgs_part_1\PAT_270_417_728.png,OK,,842,842,RGB
imgs_part_1\PAT_271_418_14.png,OK,,753,753,RGBA
imgs_part_1\PAT_271_418_92.png,OK,,1093,1093,RGBA
imgs_part_1\PAT_272_419_906.png,OK,,747,746,RGBA
imgs_part_1\PAT_272_420_10.png,OK,,1175,1175,RGBA
imgs_part_1\PAT_272_420_25.png,OK,,1185,1185,RGBA
imgs_part_1\PAT_273_421_905.png,OK,,303,303,RGBA
imgs_part_1\PAT_274_423_374.png,OK,,726,726,RGB
imgs_part_1\PAT_275_424_966.png,OK,,1443,1443,RGBA
imgs_part_1\PAT_276_425_539.png,OK,,595,595,RGBA
imgs_part_1\PAT_277_1309_814.png,OK,,1609,1609,RGB
imgs_part_1\PAT_277_426_825.png,OK,,807,808,RGBA
imgs_part_1\PAT_277_427_658.png,OK,,289,289,RGBA
imgs_part_1\PAT_279_1393_118.png,OK,,1151,1151,RGB
imgs_part_1\PAT_279_429_142.png,OK,,1119,1119,RGB
imgs_part_1\PAT_279_430_356.png,OK,,1625,1625,RGB
imgs_part_1\PAT_27_38_240.png,OK,,1299,1299,RGBA
imgs_part_1\PAT_280_431_466.png,OK,,1003,1004,RGBA
imgs_part_1\PAT_281_1516_753.png,OK,,2268,2268,RGB
imgs_part_1\PAT_281_1517_293.png,OK,,2268,2268,RGB
imgs_part_1\PAT_281_1518_571.png,OK,,2268,2268,RGB
imgs_part_1\PAT_281_432_813.png,OK,,1872,1871,RGBA
imgs_part_1\PAT_282_433_934.png,OK,,925,924,RGBA
imgs_part_1\PAT_286_1458_381.png,OK,,640,640,RGB
imgs_part_1\PAT_286_1459_666.png,OK,,288,288,RGB
imgs_part_1\PAT_286_1459_926.png,OK,,275,275,RGB
imgs_part_1\PAT_287_440_729.png,OK,,1360,1360,RGB
imgs_part_1\PAT_288_441_312.png,OK,,1205,1205,RGBA
imgs_part_1\PAT_289_1399_481.png,OK,,1120,1120,RGB
imgs_part_1\PAT_289_442_43.png,OK,,1121,1121,RGB
imgs_part_1\PAT_290_445_686.png,OK,,349,349,RGB
imgs_part_1\PAT_290_445_988.png,OK,,925,926,RGBA
imgs_part_1\PAT_291_446_704.png,OK,,1597,1597,RGB
imgs_part_1\PAT_294_638_564.png,OK,,369,369,RGBA
imgs_part_1\PAT_295_639_240.png,OK,,312,312,RGBA
imgs_part_1\PAT_296_640_206.png,OK,,1276,1276,RGB
imgs_part_1\PAT_297_4307_924.png,OK,,448,448,RGBA
imgs_part_1\PAT_299_1452_1.png,OK,,1267,1267,RGBA
imgs_part_1\PAT_299_1455_759.png,OK,,934,935,RGBA
imgs_part_1\PAT_29_40_561.png,OK,,681,681,RGBA
imgs_part_1\PAT_300_1478_445.png,OK,,913,912,RGBA
imgs_part_1\PAT_300_1689_862.png,OK,,357,357,RGB
imgs_part_1\PAT_300_647_501.png,OK,,919,920,RGBA
imgs_part_1\PAT_300_648_84.png,OK,,486,487,RGBA
imgs_part_1\PAT_301_649_533.png,OK,,1069,1070,RGBA
imgs_part_1\PAT_302_1633_845.png,OK,,1657,1657,RGB
imgs_part_1\PAT_302_650_477.png,OK,,708,707,RGBA
imgs_part_1\PAT_302_651_529.png,OK,,708,707,RGBA
imgs_part_1\PAT_303_652_342.png,OK,,1535,1534,RGBA
imgs_part_1\PAT_303_652_943.png,OK,,358,358,RGB
imgs_part_1\PAT_304_4186_458.png,OK,,2274,2274,RGB
imgs_part_1\PAT_304_653_446.png,OK,,1132,1132,RGBA
imgs_part_1\PAT_305_655_30.png,OK,,437,437,RGBA
imgs_part_1\PAT_306_1646_903.png,OK,,459,459,RGB
imgs_part_1\PAT_306_1646_971.png,OK,,345,345,RGB
imgs_part_1\PAT_306_658_825.png,OK,,320,320,RGB
imgs_part_1\PAT_307_1458_363.png,OK,,1548,1548,RGBA
imgs_part_1\PAT_307_1685_651.png,OK,,351,351,RGB
imgs_part_1\PAT_307_659_85.png,OK,,406,407,RGBA
imgs_part_1\PAT_308_661_184.png,OK,,2448,2448,RGB
imgs_part_1\PAT_309_662_737.png,OK,,791,791,RGBA
imgs_part_1\PAT_309_662_76.png,OK,,861,861,RGBA
imgs_part_1\PAT_309_663_812.png,OK,,619,619,RGBA
imgs_part_1\PAT_30_41_815.png,OK,,646,646,RGBA
imgs_part_1\PAT_311_666_191.png,OK,,632,632,RGBA
imgs_part_1\PAT_311_667_416.png,OK,,632,632,RGBA
imgs_part_1\PAT_312_668_480.png,OK,,257,257,RGBA
imgs_part_1\PAT_313_669_908.png,OK,,821,820,RGBA
imgs_part_1\PAT_313_669_935.png,OK,,454,454,RGB
imgs_part_1\PAT_314_672_909.png,OK,,771,770,RGBA
imgs_part_1\PAT_315_673_227.png,OK,,1246,1246,RGBA
imgs_part_1\PAT_316_1457_353.png,OK,,707,707,RGBA
imgs_part_1\PAT_316_674_318.png,OK,,1125,1125,RGB
imgs_part_1\PAT_316_674_924.png,OK,,672,672,RGBA
imgs_part_1\PAT_317_675_144.png,OK,,446,446,RGBA
imgs_part_1\PAT_318_677_278.png,OK,,534,534,RGB
imgs_part_1\PAT_319_678_357.png,OK,,879,879,RGBA
imgs_part_1\PAT_319_679_533.png,OK,,771,771,RGBA
imgs_part_1\PAT_319_680_166.png,OK,,756,757,RGBA
imgs_part_1\PAT_319_680_832.png,OK,,1147,1146,RGBA
imgs_part_1\PAT_31_42_680.png,OK,,786,786,RGBA
imgs_part_1\PAT_31_43_129.png,OK,,902,903,RGBA
imgs_part_1\PAT_320_681_410.png,OK,,391,391,RGBA
imgs_part_1\PAT_320_681_724.png,OK,,1084,1085,RGBA
imgs_part_1\PAT_321_682_236.png,OK,,597,597,RGBA
imgs_part_1\PAT_323_686_356.png,OK,,659,659,RGBA
imgs_part_1\PAT_323_687_169.png,OK,,808,808,RGBA
imgs_part_1\PAT_324_1464_266.png,OK,,888,888,RGBA
imgs_part_1\PAT_324_1465_43.png,OK,,1581,1581,RGB
imgs_part_1\PAT_325_1506_440.png,OK,,1744,1744,RGB
imgs_part_1\PAT_325_1506_999.png,OK,,1697,1697,RGB
imgs_part_1\PAT_325_689_528.png,OK,,874,874,RGBA
imgs_part_1\PAT_326_690_797.png,OK,,972,972,RGBA
imgs_part_1\PAT_326_690_823.png,OK,,543,544,RGBA
imgs_part_1\PAT_328_1738_890.png,OK,,657,657,RGBA
imgs_part_1\PAT_328_692_681.png,OK,,367,367,RGBA
imgs_part_1\PAT_32_44_211.png,OK,,482,481,RGBA
imgs_part_1\PAT_330_1437_458.png,OK,,1057,1057,RGBA
imgs_part_1\PAT_330_1437_506.png,OK,,1094,1094,RGB
imgs_part_1\PAT_330_1438_323.png,OK,,749,750,RGBA
imgs_part_1\PAT_330_1440_532.png,OK,,918,918,RGBA
imgs_part_1\PAT_330_695_296.png,OK,,2336,2336,RGB
imgs_part_1\PAT_330_695_90.png,OK,,1658,1658,RGB
imgs_part_1\PAT_330_696_894.png,OK,,719,719,RGB
imgs_part_1\PAT_330_697_575.png,OK,,1107,1107,RGB
imgs_part_1\PAT_330_698_211.png,OK,,1088,1088,RGB
imgs_part_1\PAT_330_698_302.png,OK,,1186,1186,RGB
imgs_part_1\PAT_333_1468_620.png,OK,,503,503,RGBA
imgs_part_1\PAT_333_1469_499.png,OK,,1204,1204,RGB
imgs_part_1\PAT_333_702_840.png,OK,,474,474,RGBA
imgs_part_1\PAT_334_703_907.png,OK,,474,474,RGBA
imgs_part_1\PAT_336_705_711.png,OK,,465,465,RGBA
imgs_part_1\PAT_337_1697_721.png,OK,,421,421,RGB
imgs_part_1\PAT_337_706_254.png,OK,,939,940,RGBA
imgs_part_1\PAT_337_706_598.png,OK,,882,882,RGBA
imgs_part_1\PAT_337_706_944.png,OK,,342,342,RGBA
imgs_part_1\PAT_338_707_774.png,OK,,233,233,RGBA
